LASTNAME,FIRSTNAME,MIDDLENAME,NAMESUFFIX,RADDNUMBER,RHALFCODE,RPREDIRECTION,RSTREETNAME,RPOSTDIRECTION,RAPARTMENTTYPE,RAPARTMENT,RADDRNONSTD,RCITY,RZIP5,RZIP4,MAILADD1,MAILADD2,MAILADD3,MAILADD4,DOB,GENDER,ENROLLMENT,OTHERPARTY,COUNTYCODE,ED,LD,TOWNCITY,WARD,CD,SD,AD,LASTVOTERDATE,PREVYEARVOTED,PREVCOUNTY,PREVADDRESS,PREVNAME,COUNTYVRNUMBER,REGDATE,VRSOURCE,IDREQUIRED,IDMET,STATUS,REASONCODE,INACT_DATE,PURGE_DATE,SBOEID,voterhistory
STONE,TRACY,,,3133,,,LORI VALLEYS,,,,,JOHNSON CITY,13850,,,,,,19370215,M,DEM,,04,14,9,Colesville,4,19,52,121,20100110,,,,,7454196,20041028,AGCY,N,Y,A,,,,NY0f36f8bc-63e9-,2024 Presidential Primary Election(P);2024 General Election(A);2022 General Election(E);2020 General Election(E);2012 General Election(P);2010 Primary Election(P);2010 General Election(P);2008 General Election(P);2008 Presidential Primary Election(P);2006 General Election(P);2004 Presidential Primary Election(P)
HICKMAN,JOSEPH,,,2469,,,CHRISTOPHER POINTS,,,,,ENDICOTT,13901,,,,,,19650810,M,BLK,,04,27,1,Lisle,15,19,52,124,20150810,,,,,5468391,20141107,MAIL,Y,Y,A,,,,NYa0cfb498-9e62-,2024 Primary Election(P);2020 General Election(E);2016 General Election(P)
PERRY,MELISSA,,,2299,,,RYAN WALL,,,,,BINGHAMTON,13850,,,,,,19840112,M,DEM,,04,10,8,Chenango,12,19,52,121,20060108,,,,,6640960,20240812,AGCY,N,Y,A,,,,NYd5088205-4dd0-,2024 Primary Election(P);2024 General Election(P);2024 Presidential Primary Election(A)
BOYD,JEFFERY,,,1868,,,ALLEN PIKE,,,6,,JOHNSON CITY,13850,,,,,,19190724,M,BLK,,04,7,11,Vestal,12,19,52,123,20150828,,,,,7696864,19940322,MAIL,N,Y,I,,,,NY36938842-ca55-,2020 Presidential Primary Election(M)
MCCALL,JAMES,,,1380,,,BRANDI MOTORWAY,,,,,VESTAL,13903,,,,,,19241120,F,REP,,04,22,1,Colesville,13,19,52,123,20180528,,,,,8666868,19930602,DMV,Y,Y,A,,,,NY795ec8e0-d867-,2024 Presidential Primary Election(P);2024 General Election(E);2024 Primary Election(A);2023 General Election(P);2019 General Election(P);2018 Primary Election(P);2015 General Election(E);2014 Primary Election(A);2014 General Election(P);2013 General Election(P);2012 Presidential Primary Election(P);2010 General Election(P);2009 General Election(P);2008 General Election(E);2008 Primary Election(P);2005 General Election(P);2002 General Election(A);2002 Primary Election(P);2000 General Election(P)
HART,STEPHANIE,,,1963,,,TYRONE MEADOWS,,,,,ENDWELL,13904,,,,,,19100511,F,DEM,,04,19,5,Colesville,11,19,52,123,20240920,,,,,1944173,19800215,CBOE,N,Y,A,,,,NY6f15769a-4ee0-,2001 General Election(P)
CHAMBERS,KAREN,S,,2541,,,MELANIE WELLS,,,,,ENDICOTT,13760,,,,,,20010214,M,REP,,04,6,2,Union,6,19,52,124,20131111,,,,,4015414,20200709,AGCY,N,N,A,,,,NYc8be11f6-56f1-,2022 Primary Election(M)
SUTTON,PAUL,,,3152,,,JESSICA FORK,,,,,BINGHAMTON,13795,,,,,,19771113,M,OTH,,04,9,12,Union,15,19,52,123,20090921,,,,,9904142,20060912,DMV,Y,Y,A,,,,NYea92bacc-84ce-,2022 General Election(P);2020 General Election(E);2018 General Election(P);2016 General Election(P);2012 Primary Election(P);2012 General Election(E);2010 General Election(P);2008 General Election(A);2008 Primary Election(A);2006 General Election(P);2006 Primary Election(E)
HIGGINS,HENRY,,,731,,,DUNN FORGE,,,10,,ENDWELL,13850,,,,,,19290826,M,BLK,,04,18,8,Chenango,8,19,52,124,20020513,,,,,7102039,19901228,AGCY,Y,Y,I,,,,NY2b4f5d1f-6394-,2010 General Election(P)
CHRISTENSEN,JILL,,,366,,,NATASHA PIKE,,,10,,JOHNSON CITY,13903,,,,,,19510311,F,DEM,,04,16,12,Conklin,1,19,52,123,20160217,,,,,1215544,19880813,MAIL,Y,Y,A,,,,NY49d54f64-0c36-,2022 Primary Election(A);2013 General Election(P);2009 General Election(P);2002 General Election(A);2000 Primary Election(M)
VILLEGAS,KATHERINE,,,1740,,,CRAWFORD STREETS,,,,,JOHNSON CITY,13790,,,,,,19490611,M,BLK,LBT,04,35,5,Town Binghamton,8,19,52,124,20211103,,,,,6964094,20150816,MAIL,Y,Y,A,,,,NY24c6b5ed-4667-,2025 General Election(P);2023 Primary Election(P);2021 Primary Election(E);2017 General Election(P);2015 General Election(O);2015 General Election(P)
CARTER,AMANDA,,,1710,,,PAMELA MANORS,,,4,,BINGHAMTON,13790,,,,,,19500218,F,REP,,04,23,11,Maine,4,19,52,124,20040923,,,,,5668303,19890302,CBOE,Y,N,A,,20240226,,NY5a9dfe1f-d4cf-,2024 General Election(A);2022 General Election(E);2022 Primary Election(P);2020 Primary Election(P);2018 General Election(M);2015 General Election(P);2010 General Election(P);2008 Primary Election(A);2006 General Election(P);2002 Primary Election(P);2001 General Election(P);2000 Primary Election(A)
BARTON,JOSHUA,B,,13,,,JESSICA UNION,,,,,ENDWELL,13790,,,,,,19480310,F,BLK,,04,25,4,Kirkwood,11,19,52,124,20070114,,,,,1522189,20020413,CBOE,N,Y,A,,,,NY9a64922b-96fe-,2024 General Election(P);2020 General Election(A);2020 Primary Election(P);2010 General Election(O);2002 General Election(P)
CANTU,JUAN,B,,1864,,,ROBERTS MEADOW,,APT,,,BINGHAMTON,13905,,,,,,19560811,M,DEM,,04,35,12,Conklin,10,19,52,123,20090822,,,,,7409931,20160224,AGCY,N,N,A,,,,NYc26ddb78-6f4d-,2022 Primary Election(A)
WEBER,CALEB,,,306,,,HINES SKYWAY,,,,,ENDWELL,13904,,,,,,19610506,M,DEM,,04,19,7,Maine,12,19,52,124,20170116,,,,,6098924,20221108,CBOE,N,N,A,,,,NY971864fa-c752-,2024 Primary Election(P);2024 General Election(A);2022 Primary Election(P);2022 General Election(E)
DAWSON,MARK,,,1467,,,ROBERT SQUARES,,,,,JOHNSON CITY,13795,,,,,,19660326,F,OTH,,04,27,13,Town Binghamton,4,19,52,124,20110421,,,,,6048314,20030501,DMV,N,Y,A,,,,NY6063011b-41ed-,2025 General Election(P);2025 General Election(M);2023 General Election(D);2021 General Election(A);2021 General Election(O);2019 Primary Election(P);2019 General Election(P);2017 General Election(P);2017 Primary Election(P);2015 General Election(P);2013 Primary Election(E);2013 General Election(E);2011 General Election(P);2011 Primary Election(P);2009 General Election(E);2005 Primary Election(P);2005 General Election(P);2003 Primary Election(P)
FREEMAN,CAROLINE,K,,427,,,MIRANDA CROSSROAD,,,,,JOHNSON CITY,13905,,,,,,19600611,F,REP,,04,19,2,Lisle,1,19,52,124,20020811,,,,,7683676,19990328,CBOE,Y,N,A,,20200103,,NY13613f64-58a0-,2025 General Election(P);2024 General Election(P);2024 Presidential Primary Election(M);2024 Primary Election(A);2023 General Election(A);2022 Primary Election(P);2021 General Election(P);2020 Primary Election(P);2018 Primary Election(E);2018 General Election(O);2017 General Election(P);2016 Primary Election(P);2015 General Election(P);2012 Primary Election(P);2011 General Election(P);2010 General Election(P);2009 General Election(F);2008 Presidential Primary Election(P);2006 General Election(A);2004 Presidential Primary Election(E);2004 General Election(E);2004 Primary Election(A);2003 General Election(P);2002 General Election(P);2001 General Election(A);2000 Presidential Primary Election(A)
CURRY,MICHAEL,K,,3385,,,LE ROUTE,,APT,,,VESTAL,13901,,,,,,19101223,M,REP,,04,18,11,Maine,14,19,52,124,20200110,,,,,1878861,19801124,DMV,Y,Y,A,,,,NY778e6aea-47ec-,2025 General Election(P);2022 Primary Election(A);2019 General Election(A);2018 General Election(P);2012 Presidential Primary Election(P);2006 General Election(P);2004 Primary Election(A);2003 General Election(P)
ROSS,MICHAEL,,,3849,,,AMY BROOK,,APT,,,VESTAL,13850,,,,,,19670421,F,BLK,,04,1,4,Conklin,3,19,52,123,20011019,,,,,2586834,20041126,AGCY,N,N,A,,,,NYbdba7c2c-a907-,2024 General Election(P);2020 Primary Election(E);2020 Presidential Primary Election(P);2018 Primary Election(P);2014 General Election(P);2012 General Election(P);2008 Presidential Primary Election(P);2006 Primary Election(P);2004 General Election(P)
RAMIREZ,CASSANDRA,,,209,,,RACHEL ISLANDS,,,,,VESTAL,13850,,,,,,19320221,M,REP,,04,11,1,Union,4,19,52,124,20150703,,,,,1119266,20031104,CBOE,N,N,A,,,,NY9cd23939-3405-,2025 Primary Election(P);2023 General Election(A);2019 General Election(A);2013 General Election(P);2011 Primary Election(P);2009 General Election(P);2009 General Election(P)
THOMAS,STEPHANIE,J,,68,,,KAYLA PLACE,,,,,BINGHAMTON,13901,,,,,,19601027,F,OTH,,04,22,5,Lisle,2,19,52,121,20020323,,,,,2161301,20160228,CBOE,Y,N,A,,,,NYc6104dcb-75b2-,2024 Primary Election(E);2024 Presidential Primary Election(P);2024 General Election(P);2022 General Election(M);2022 Primary Election(A);2020 Presidential Primary Election(P);2020 General Election(P);2020 Primary Election(P);2018 Primary Election(T);2018 General Election(E);2016 General Election(A);2016 Presidential Primary Election(M);2016 Primary Election(P)
OSBORNE,MALLORY,R,,231,,,HELEN HEIGHTS,,,2,,VESTAL,13901,,,,,,19390604,M,REP,,04,12,8,Union,15,19,52,121,20050815,,,,,2974075,20080828,AGCY,Y,N,A,,,,NYb5afb192-828c-,2024 General Election(P);2024 Primary Election(P);2024 Presidential Primary Election(E);2022 General Election(A);2022 Primary Election(P);2020 General Election(P);2020 Primary Election(A);2020 Presidential Primary Election(P);2018 General Election(P);2018 Primary Election(P);2016 Presidential Primary Election(P);2016 General Election(P);2014 Primary Election(P);2014 General Election(P);2012 General Election(P);2012 Presidential Primary Election(P);2012 Primary Election(A);2010 Primary Election(A);2010 General Election(P);2008 Presidential Primary Election(P);2008 General Election(M);2008 Primary Election(P)
SMITH,KATHERINE,,,2733,,,LEE ESTATES,,,,,JOHNSON CITY,13903,,,,,,19400317,M,REP,LBT,04,35,7,Maine,9,19,52,123,20240205,,,,,6320873,20100413,MAIL,Y,N,A,,,,NY7b9e7a16-f2a3-,2022 General Election(P);2010 General Election(E)
HINES,KEVIN,,,1670,,,ANDREA DRIVE,,APT,,,ENDWELL,13850,,,,,,19750219,M,REP,OTH,04,1,1,Vestal,3,19,52,123,20070208,,,,,1240053,20061211,CBOE,Y,Y,A,,,,NY92af0559-3b75-,2024 General Election(P);2024 Primary Election(P);2020 Primary Election(E);2020 General Election(E);2018 Primary Election(P);2016 General Election(M);2014 General Election(P);2012 General Election(P);2010 Primary Election(P);2006 Primary Election(A)
ROBERTS,JANET,,,2569,,,RYAN PATH,,,9,,VESTAL,13850,,,,,,19350802,F,DEM,,04,20,6,Maine,6,19,52,121,20141001,,,,,9849037,20040705,AGCY,Y,Y,A,,,,NY950e818d-21b9-,2022 General Election(P);2022 Primary Election(P);2016 Primary Election(P);2012 Presidential Primary Election(P);2008 Primary Election(P)
MARTINEZ,MACKENZIE,,,2245,,,ANDREW PLAIN,,,,,VESTAL,13760,,,,,,19110326,M,BLK,,04,31,8,Chenango,4,19,52,124,20180116,,,,,5080439,19800903,MAIL,N,N,A,,,,NYeefef124-fa60-,2024 Primary Election(A);2024 Presidential Primary Election(P);2020 General Election(P);2020 Primary Election(A);2020 Presidential Primary Election(P);2019 General Election(A);2017 General Election(A);2016 Primary Election(A);2015 General Election(P);2013 General Election(E);2011 General Election(P);2010 General Election(P);2008 Primary Election(A)
REYES,SHANNON,,,1088,,,MISTY PARKWAYS,,APT,,,BINGHAMTON,13901,,,,,,19320607,F,REP,,04,1,7,Kirkwood,7,19,52,124,20221027,,,,,6290472,19860401,AGCY,Y,N,A,MAIL-CHECK,,,NYea8ebfc9-c8e8-,2025 General Election(P);2024 Presidential Primary Election(P);2020 Presidential Primary Election(E);2014 General Election(M);2011 General Election(P);2010 General Election(P)
YOUNG,RYAN,,,1585,,,MILLER PLAZA,,APT,,,VESTAL,13901,,,,,,19370411,M,DEM,,04,17,11,Conklin,3,19,52,121,20200402,,,,,4955546,20150528,DMV,N,Y,A,,20170213,,NY6cc5804c-ae2e-,2023 Primary Election(P);2023 General Election(M);2021 Primary Election(M);2017 General Election(A);2015 General Election(P)
CUMMINGS,BENJAMIN,,,1516,,,KING OVAL,,APT,,,JOHNSON CITY,13760,,,,,,19240615,F,DEM,,04,25,11,Vestal,5,19,52,121,20210309,,,,,1744739,19810117,DMV,N,Y,A,,20180505,,NYd697bb1d-8425-,2020 Presidential Primary Election(A);2018 General Election(P);2002 Primary Election(A);2001 General Election(P)
THOMPSON,ROBERT,,,2177,,,WILSON BRANCH,,APT,,,JOHNSON CITY,13850,,,,,,19500827,M,REP,OTH,04,11,14,Town Binghamton,4,19,52,124,20160427,,,,,2180984,19930126,CBOE,N,N,A,,,,NY975d7115-fa8a-,2025 General Election(P);2024 Primary Election(P);2023 General Election(P);2020 Primary Election(A);2018 General Election(D);2016 Primary Election(P);2016 General Election(P);2015 General Election(P);2012 General Election(P);2012 Primary Election(P);2010 Primary Election(P);2008 General Election(P);2008 Primary Election(E);2006 General Election(A);2004 Presidential Primary Election(P);2004 General Election(P);2002 Primary Election(P);2001 General Election(P)
WALKER,JASON,,,3853,,,COX CENTERS,,APT,5,,ENDICOTT,13904,,,,,,19711227,F,BLK,,04,17,11,Conklin,1,19,52,124,20050620,,,,,4427480,19990628,MAIL,N,Y,A,,,,NYa04643d4-fdd4-,2008 Presidential Primary Election(P);2004 General Election(P);2000 General Election(P)
THOMPSON,JESSICA,,,2592,,,THOMPSON RUN,,,2,,BINGHAMTON,13904,,,,,,19740709,F,DEM,,04,10,3,Kirkwood,6,19,52,123,20030924,,,,,1551309,20020719,AGCY,Y,Y,A,,20200528,,NYff299b2a-4053-,2024 Primary Election(P);2024 General Election(P);2022 General Election(A);2022 Primary Election(M);2020 General Election(E);2018 General Election(P);2016 Primary Election(P);2016 General Election(A);2014 Primary Election(E);2014 General Election(P);2012 General Election(P);2010 Primary Election(P);2010 General Election(A);2008 Primary Election(M);2008 General Election(P);2006 General Election(P);2006 Primary Election(A);2004 General Election(A);2004 Primary Election(P);2002 General Election(P);2002 Primary Election(P)
ELLIS,DAVID,,,289,,,HORNE STREET,,APT,,,JOHNSON CITY,13790,,,,,,19860212,F,REP,,04,23,13,Colesville,2,19,52,123,20051113,,,,,2479581,20111125,DMV,N,N,I,,,,NYf3adc661-a974-,2025 Primary Election(A);2025 General Election(P);2025 General Election(P);2023 General Election(A);2023 General Election(A);2021 General Election(P);2021 General Election(P);2019 Primary Election(P);2019 General Election(P);2019 General Election(D);2017 Primary Election(E);2017 General Election(A);2017 General Election(P);2015 Primary Election(A);2015 General Election(A);2015 General Election(P);2013 General Election(P);2013 General Election(P);2011 General Election(M);2011 Primary Election(P);2011 General Election(P)
CRAWFORD,CHELSEA,,,1613,,,BRITTANY LANE,,,,,JOHNSON CITY,13905,,,,,,19450416,M,DEM,,04,8,13,Union,4,19,52,121,20120214,,,,,5659217,19820813,MAIL,Y,N,A,,,,NYc7a77046-fcd7-,2010 General Election(P);2008 Primary Election(P);2000 General Election(P)
NORRIS,MELANIE,T,,3993,,,WAGNER TRAFFICWAY,,APT,7,,BINGHAMTON,13850,,,,,,19830328,M,REP,,04,2,13,Conklin,9,19,52,124,20000110,,,,,4533892,20070502,CBOE,Y,N,A,,,,NYe13f545f-23ef-,2025 General Election(E)
WHITNEY,KATIE,,,823,,,BRADLEY SQUARES,,,,,JOHNSON CITY,13850,,,,,,19610618,F,DEM,,04,35,12,Union,9,19,52,123,20050204,,,,,7188530,20061010,AGCY,N,Y,A,,,,NYb5a08cfc-035e-,2022 General Election(P);2020 Primary Election(A);2020 General Election(P);2016 Primary Election(E);2012 General Election(P);2010 General Election(A);2008 General Election(P);2006 Primary Election(P);2006 General Election(P)
GOLDEN,ASHLEY,,,3047,,,FORD CAUSEWAY,,,10,,VESTAL,13850,,,,,,19650709,F,OTH,,04,12,13,Kirkwood,2,19,52,124,20000209,,,,,4959308,19950621,MAIL,Y,Y,I,,,,NYfa9cc8e7-61af-,2019 General Election(P);2016 Presidential Primary Election(P)
CUMMINGS,DAVID,S,,1542,,,JUSTIN PINE,,,,,ENDICOTT,13903,,,,,,19410128,F,REP,,04,8,12,Town Binghamton,10,19,52,124,20040818,,,,,1645034,20050611,MAIL,Y,N,A,,,,NY5d00f5e8-f0c2-,2023 Primary Election(P)
BERRY,SUZANNE,,,119,,,RITA MEADOWS,,APT,,,VESTAL,13905,,,,,,19681218,F,DEM,,04,29,5,Vestal,13,19,52,123,20161119,,,,,4363195,19941120,AGCY,Y,Y,A,,,,NY11976df4-92ce-,2024 Primary Election(P);2024 Presidential Primary Election(A);2023 General Election(E);2021 General Election(P);2020 Primary Election(O);2020 General Election(A);2018 Primary Election(P);2017 General Election(P);2013 General Election(P);2010 General Election(P);2010 Primary Election(P);2007 General Election(P);2006 Primary Election(P);2004 Presidential Primary Election(P);2003 General Election(P);2002 General Election(A);2002 Primary Election(P);2001 General Election(P);2000 Presidential Primary Election(A);2000 Primary Election(P)
EDWARDS,DIANA,C,,3424,,,HANNAH MOUNTAIN,,,,,BINGHAMTON,13850,,,,,,19430420,M,REP,,04,6,10,Colesville,1,19,52,124,20150513,,,,,4420369,19900516,DMV,N,N,A,,,,NY6fdb844f-afa8-,2014 Primary Election(P);2012 Primary Election(P);2010 Primary Election(P);2008 Primary Election(P);2008 Presidential Primary Election(P);2006 General Election(P);2003 General Election(P);2002 General Election(E);2001 General Election(P)
BARBER,MADELINE,,,3029,,,SMITH SQUARES,,,,,JOHNSON CITY,13905,,,,,,19390821,F,REP,,04,27,1,Colesville,3,19,52,123,20040709,,,,,6845538,19970614,MAIL,N,Y,A,,,,NYf7b5393f-ac91-,2021 General Election(P);2019 General Election(P);2017 General Election(M);2016 Presidential Primary Election(A);2012 Primary Election(P);2011 General Election(P);2010 General Election(P);2008 Primary Election(P);2006 General Election(P);2005 General Election(P);2003 General Election(P)
MCLEAN,LISA,,,3604,,,JACOBS PASSAGE,,APT,,,ENDWELL,13790,,,,,,19480801,M,DEM,,04,11,1,Conklin,8,19,52,123,20131012,,,,,8610408,19980125,DMV,Y,Y,A,,,,NY875900cc-082a-,2002 Primary Election(P)
STEWART,BRENDA,A,,1099,,,MITCHELL BRIDGE,,,,,ENDICOTT,13760,,,,,,19220109,F,BLK,,04,21,9,Maine,5,19,52,123,20151116,,,,,6782783,19900514,CBOE,N,Y,A,,,,NY64f72763-386a-,2025 General Election(P);2023 General Election(A);2022 General Election(P);2022 Primary Election(P);2016 General Election(P);2014 Primary Election(P);2012 General Election(P);2010 Primary Election(P);2009 General Election(A);2008 Presidential Primary Election(P);2005 General Election(O);2004 General Election(A);2004 Presidential Primary Election(P);2002 Primary Election(P);2002 General Election(P);2001 General Election(M)
GARCIA,CHRISTOPHER,D,,1499,,,TAYLOR MOTORWAY,,,,,VESTAL,13901,,,,,,19800420,M,REP,,04,23,12,City Binghamton,13,19,52,121,20170809,,,,,5372105,20221009,AGCY,Y,N,A,,,,NYba5f6f32-fe43-,2024 Primary Election(E);2024 General Election(P);2022 Primary Election(P);2022 General Election(E)
KELLEY,ERIC,F,,3705,,,REGINALD MOUNTAIN,,,,,JOHNSON CITY,13760,,,,,,19991227,F,REP,,04,10,13,Lisle,1,19,52,121,20070223,,,,,6338105,20170214,MAIL,N,N,A,,,,NY03635596-ecbc-,2021 General Election(P)
SIMMONS,CARLOS,,,3883,,,JENNIFER SHORES,,,,,ENDWELL,13760,,,,,,19660927,F,REP,,04,5,6,Town Binghamton,1,19,52,124,20170605,,,,,1262734,20061108,CBOE,Y,Y,A,,,,NY30ecc517-c80a-,2024 General Election(P);2024 Primary Election(P);2022 General Election(E);2022 Primary Election(E);2020 General Election(P);2020 Primary Election(P);2018 Primary Election(A);2018 General Election(M);2016 Primary Election(A);2016 General Election(P);2014 General Election(P);2012 General Election(P);2010 Primary Election(P);2010 General Election(P);2008 General Election(P);2006 Primary Election(P);2006 General Election(P)
SAWYER,CHRISTOPHER,M,,1440,,,JOHNS SUMMIT,,,,,ENDICOTT,13904,,,,,,19280512,F,BLK,,04,22,3,Kirkwood,3,19,52,124,20170107,,,,,2266210,20080611,MAIL,Y,N,A,,,,NY0b81f43e-014b-,2024 Presidential Primary Election(A);2022 General Election(E);2020 Primary Election(A);2020 Presidential Primary Election(A);2020 General Election(P);2018 General Election(P);2016 Primary Election(P);2016 General Election(M);2016 Presidential Primary Election(E);2014 Primary Election(M);2014 General Election(A);2012 General Election(P);2012 Presidential Primary Election(A);2012 Primary Election(P);2010 General Election(P);2008 Presidential Primary Election(P);2008 General Election(P)
DAVIS,LONNIE,F,,3653,,,STEPHEN VALLEY,,,,,BINGHAMTON,13903,,,,,,19580501,F,REP,,04,31,7,Conklin,12,19,52,124,20211128,,,,,2386300,20030904,DMV,N,N,A,,,,NYc6281c04-bf1b-,2025 General Election(P);2023 Primary Election(A);2021 General Election(P);2021 General Election(P);2019 General Election(M);2017 General Election(A);2017 General Election(P);2011 General Election(P);2009 General Election(P);2009 General Election(A);2005 Primary Election(P);2005 General Election(P);2003 General Election(P)
SALAZAR,KATHRYN,,,226,,,BRANDON CRESCENT,,,3,,BINGHAMTON,13850,,,,,,19591023,F,REP,,04,17,8,Union,14,19,52,124,20001021,,,,,5164361,20230325,DMV,Y,N,A,,,,NYecde26c1-780a-,2025 General Election(P);2025 General Election(P);2025 Primary Election(P);2023 General Election(P);2023 General Election(P);2023 Primary Election(A)
THOMAS,CHRISTOPHER,,,1937,,,JAMES KNOLL,,,,,JOHNSON CITY,13760,,,,,,19750904,F,REP,,04,20,8,Chenango,12,19,52,123,20040411,,,,,3889783,20050320,DMV,N,Y,A,,,,NY4093ff4d-b516-,2025 General Election(P);2023 Primary Election(P);2023 General Election(E);2019 General Election(P);2009 Primary Election(P)
ROWE,DIANA,,,5,,,KELLY TUNNEL,,,,,ENDWELL,13850,,,,,,19540415,F,REP,IND,04,7,3,Kirkwood,6,19,52,123,20240811,,,,,3380918,19830103,DMV,N,N,A,MAIL-CHECK,,,NYf9b91701-0325-,2025 General Election(E);2021 General Election(P);2017 General Election(P);2016 Presidential Primary Election(P);2014 Primary Election(P);2013 General Election(P);2012 Primary Election(E);2010 General Election(E);2006 General Election(P);2003 General Election(E);2002 Primary Election(P);2002 General Election(P)
JONES,WILLIAM,,,3050,,,MICHAEL MISSION,,,,,VESTAL,13790,,,,,,19490115,F,REP,,04,8,13,Windsor,10,19,52,123,20111015,,,,,4630694,19861110,MAIL,Y,N,A,,,,NYfa07a627-3108-,2024 Presidential Primary Election(P);2013 General Election(P);2006 Primary Election(A);2003 General Election(P);2002 Primary Election(P)
